#Freeway,Station,Lanetype,Absolute_Postmile,Lanes,Direction,District,Name,California_Postmile,Latitude,Longitude
SR91-W,1213691,HOV,36.413,2,d,12,W of COAL,18,33.872075,-117.686605
SR91-W,1213686,ML,36.413,4,d,12,W of COAL,18,33.872075,-117.686605
I210-W,761380,HOV,36.589,1,d,7,MOUNT OLIVE DR / 605,R36.3,34.13492,-117.959306
I210-W,717673,ML,36.589,4,d,7,MOUNT OLIVE DR / 605,R36.3,34.13492,-117.959306
I210-E,761188,HOV,36.619,1,a,7,MOUNT OLIVE DR / 605,R36.33,34.13449,-117.958916
I210-E,761191,ML,36.619,4,a,7,MOUNT OLIVE DR / 605,R36.33,34.13449,-117.958916
SR60-E,801364,ML,36.636,4,a,8,GROVE,R6.039,34.030392,-117.625446
SR60-E,806406,HOV,36.647,1,a,8,GROVE,R6.05,34.030393,-117.625254
SR118-E,765942,HOV,36.731,1,a,7,MASON AVE,R3.2,34.273305,-118.581148
SR118-W,765944,HOV,36.731,1,d,7,MASON AVE,R3.2,34.273529,-118.581144
SR118-E,765941,ML,36.731,4,a,7,MASON AVE,R3.2,34.273305,-118.581148
SR118-W,765943,ML,36.731,4,d,7,MASON AVE,R3.2,34.273529,-118.581144
SR91-E,1208259,HOV,36.762,2,a,12,E OF COAL,R18.435,33.869165,-117.68015
SR91-E,1208240,ML,36.762,5,a,12,E OF COAL,R18.435,33.869165,-117.68015
I210-E,769773,HOV,36.889,1,a,7,NB 605 TO EB 210 CON,R36.6,34.133397,-117.954412
I210-E,769772,ML,36.889,4,a,7,NB 605 TO EB 210 CON,R36.6,34.133397,-117.954412
I405-N,769249,HOV,36.952,1,a,7,N OF 110,13.18,33.858551,-118.287766
I405-S,769250,HOV,36.952,1,d,7,N OF 110,13.18,33.858342,-118.287867
I405-N,716663,ML,36.952,4,a,7,N OF 110,13.18,33.858551,-118.287766
I405-S,769248,ML,36.952,3,d,7,N OF 110,13.18,33.858342,-118.287867
I405-N,762547,HOV,37.082,1,a,7,VERMONT,13.31,33.859338,-118.289828
I405-S,764559,HOV,37.082,1,d,7,VERMONT,13.31,33.85914,-118.289912
I405-N,717740,ML,37.082,5,a,7,VERMONT,13.31,33.859338,-118.289828
I405-S,769195,ML,37.082,4,d,7,VERMONT,13.31,33.85914,-118.289912
I5-S,1108471,ML,37.255,4,d,11,LOMAS SANTA FE DR,R37.397,32.995868,-117.256708
I5-S,1119532,HOV,37.258,1,d,11,5S HOV Lomas Santa,R37.4,32.995912,-117.256714
I5-N,1108512,ML,37.261,4,a,11,5N Lomas Santa Fe EB,R37.37,32.995494,-117.25635
I5-N,1120694,HOV,37.263,1,a,11,5N HOV Lomas Santa,R37.372,32.995523,-117.256356
SR60-W,806397,HOV,37.279,1,d,8,VINEYARD,R6.682,34.030678,-117.614263
SR60-E,801368,ML,37.301,4,a,8,VINEYARD,R6.704,34.03045,-117.613871
SR60-W,801367,ML,37.301,4,d,8,VINEYARD,R6.704,34.03068,-117.61388
I210-E,772859,HOV,37.389,1,a,7,SAN GABRIEL RIVER,R37.1,34.130657,-117.946351
I210-W,772860,HOV,37.389,1,d,7,SAN GABRIEL RIVER,R37.1,34.130886,-117.946237
I210-E,772857,ML,37.389,4,a,7,SAN GABRIEL RIVER,R37.1,34.130657,-117.946351
I210-W,772858,ML,37.389,4,d,7,SAN GABRIEL RIVER,R37.1,34.130886,-117.946237
SR118-W,771723,HOV,37.391,1,d,7,PORTER RANCH,R3.86,34.273598,-118.56965
SR118-W,771721,ML,37.391,4,d,7,PORTER RANCH,R3.86,34.273598,-118.56965
SR118-E,771708,HOV,37.431,1,a,7,PORTER RANCH,R3.9,34.273315,-118.56897
SR118-E,771706,ML,37.431,4,a,7,PORTER RANCH,R3.9,34.273315,-118.56897
I405-N,762549,HOV,37.582,1,a,7,NORMANDIE1,13.81,33.859963,-118.298466
I405-S,761523,HOV,37.582,1,d,7,NORMANDIE 1,13.81,33.859717,-118.298546
I405-N,717742,ML,37.582,4,a,7,NORMANDIE1,13.81,33.859963,-118.298466
I405-S,761526,ML,37.582,4,d,7,NORMANDIE 1,13.81,33.859717,-118.298546
SR91-E,801416,HOV,37.645,1,a,8,County Line,R.413,33.871875,-117.665633
SR91-E,801415,ML,37.645,4,a,8,County Line,R.413,33.871875,-117.665633
SR60-E,806400,HOV,37.66,1,a,8,VINEYARD,R7.063,34.03045,-117.607622
SR118-E,765996,HOV,37.731,1,a,7,CORBIN AVE,R4.2,34.272999,-118.563764
SR118-W,765994,HOV,37.731,1,d,7,CORBIN AVE,R4.2,34.273216,-118.563746
SR118-E,765995,ML,37.731,5,a,7,CORBIN AVE,R4.2,34.272999,-118.563764
SR118-W,765993,ML,37.731,5,d,7,CORBIN AVE,R4.2,34.273216,-118.563746
I210-E,772874,HOV,37.789,1,a,7,W/O IRWINDALE,R37.5,34.128708,-117.939757
I210-W,772875,HOV,37.789,1,d,7,W/O IRWINDALE,R37.5,34.129017,-117.939742
I210-E,772872,ML,37.789,4,a,7,W/O IRWINDALE,R37.5,34.128708,-117.939757
I210-W,772873,ML,37.789,4,d,7,W/O IRWINDALE,R37.5,34.129017,-117.939742
SR118-W,760835,HOV,38.051,1,d,7,TAMPA,R4.52,34.272684,-118.558209
SR118-W,717532,ML,38.051,4,d,7,TAMPA,R4.52,34.272684,-118.558209
I210-W,761382,HOV,38.069,1,d,7,IRWINDALE 1,R37.78,34.129595,-117.935
I210-W,717674,ML,38.069,4,d,7,IRWINDALE 1,R37.78,34.129595,-117.935
I405-N,761435,HOV,38.112,1,a,7,WESTERN,14.34,33.859955,-118.307741
I405-N,717744,ML,38.112,4,a,7,WESTERN,14.34,33.859955,-118.307741
I210-W,761384,HOV,38.208,1,d,7,IRWINDALE 2,R37.919,34.130142,-117.932676
I210-W,717675,ML,38.208,4,d,7,IRWINDALE 2,R37.919,34.130142,-117.932676
SR118-E,717534,HOV,38.211,1,a,7,TAMPA,R4.68,34.272223,-118.555464
SR118-E,717533,ML,38.211,4,a,7,TAMPA,R4.68,34.272223,-118.555464
I405-S,764611,HOV,38.292,1,d,7,190TH,14.52,33.85998,-118.31095
I405-S,718262,ML,38.292,4,d,7,190TH,14.52,33.85998,-118.31095
I210-E,761199,HOV,38.298,1,a,7,IRWINDALE,R38.009,34.130297,-117.931111
I210-E,761206,ML,38.298,4,a,7,IRWINDALE,R38.009,34.130297,-117.931111
SR60-W,806394,HOV,38.299,1,d,8,ARCHIBALD,R7.702,34.0307,-117.596505
SR91-W,813443,HOV,38.313,1,d,8,GREEN RIVER,R.995,33.878243,-117.658393
SR91-W,801418,ML,38.313,5,d,8,GREEN RIVER,R.995,33.878243,-117.658393
SR91-E,801423,HOV,38.358,2,a,8,GREEN RIVER,R1.126,33.879148,-117.656352
SR91-E,801422,ML,38.358,4,a,8,GREEN RIVER,R1.126,33.879148,-117.656352
SR60-E,801376,ML,38.64,4,a,8,ARCHIBALD,R8.043,34.030487,-117.590566
SR60-W,801377,ML,38.64,4,d,8,ARCHIBALD,R8.043,34.030718,-117.59057
SR60-E,806391,HOV,38.668,1,a,8,ARCHIBALD,R8.071,34.030485,-117.590079
SR118-E,765959,HOV,38.731,1,a,7,WILBUR AVE,R5.2,34.273995,-118.546706
SR118-W,765961,HOV,38.731,1,d,7,WILBUR AVE,R5.2,34.27423,-118.546666
SR118-E,765958,ML,38.731,4,a,7,WILBUR AVE,R5.2,34.273995,-118.546706
SR118-W,765960,ML,38.731,5,d,7,WILBUR AVE,R5.2,34.27423,-118.546666
I405-N,761439,HOV,38.732,1,a,7,VAN NESS,14.96,33.862176,-118.318174
I405-S,761440,HOV,38.732,1,d,7,VAN NESS,14.96,33.861991,-118.318254
I405-N,716670,ML,38.732,4,a,7,VAN NESS,14.96,33.862176,-118.318174
I405-S,717746,ML,38.732,4,d,7,VAN NESS,14.96,33.861991,-118.318254
I210-E,772889,HOV,38.789,1,a,7,ZACHARY PADILLA,R38.5,34.128935,-117.923112
I210-E,772887,ML,38.789,4,a,7,ZACHARY PADILLA,R38.5,34.128935,-117.923112
SR91-E,801429,HOV,38.795,1,a,8,ROUTE 71,R1.563,33.881268,-117.649232
SR91-E,801428,ML,38.795,4,a,8,ROUTE 71,R1.563,33.881268,-117.649232
SR60-E,809987,HOV,38.927,1,a,8,DEER CREEK,8.33,34.03051,-117.585573
SR60-E,809986,ML,38.927,4,a,8,DEER CREEK,8.33,34.03051,-117.585573
I210-W,717677,HOV,39.159,1,d,7,VERNON,R38.87,34.12721,-117.917059
I210-W,717676,ML,39.159,4,d,7,VERNON,R38.87,34.12721,-117.917059
SR118-W,760840,HOV,39.181,1,d,7,RESEDA,R5.65,34.274745,-118.538826
SR118-W,717535,ML,39.181,4,d,7,RESEDA,R5.65,34.274745,-118.538826
I405-N,761441,HOV,39.202,1,a,7,CRENSHAW BLVD,15.43,33.86453,-118.3259
I405-N,718266,ML,39.202,4,a,7,CRENSHAW BLVD,15.43,33.86453,-118.3259
I405-S,764609,HOV,39.282,1,d,7,CRENSHAW,15.51,33.864701,-118.327312
I405-S,718265,ML,39.282,4,d,7,CRENSHAW,15.51,33.864701,-118.327312
SR91-W,801432,HOV,39.293,1,d,8,ROUTE 71,R1.975,33.883174,-117.642459
SR91-W,801431,ML,39.293,4,d,8,ROUTE 71,R1.975,33.883174,-117.642459
SR60-W,806367,HOV,39.301,1,d,8,HAVEN,R8.704,34.029996,-117.57913
SR60-E,801380,ML,39.317,4,a,8,HAVEN,R8.72,34.029685,-117.578854
I210-E,761214,HOV,39.339,1,a,7,VERNON,R39.05,34.125143,-117.915079
I210-E,761220,ML,39.339,4,a,7,VERNON,R39.05,34.125143,-117.915079
SR118-E,761592,HOV,39.361,1,a,7,RESEDA,R5.83,34.275083,-118.535822
SR118-E,717536,ML,39.361,4,a,7,RESEDA,R5.83,34.275083,-118.535822
SR60-W,820001,ML,39.61,4,d,8,HAVEN,R9.013,34.028621,-117.573998
SR60-E,806370,HOV,39.664,1,a,8,HAVEN,R9.067,34.0281,-117.573115
I405-N,761532,HOV,39.772,1,a,7,YUKON,16,33.867312,-118.335177
I405-S,761531,HOV,39.772,1,d,7,N YUKON AVE,16,33.867122,-118.335344
I405-N,718267,ML,39.772,4,a,7,YUKON,16,33.867312,-118.335177
I405-S,716674,ML,39.772,4,d,7,YUKON,16,33.867122,-118.335344
SR91-E,801436,HOV,39.774,1,a,8,ROUTE 91 from RTE 71,R2.542,33.884659,-117.632803
SR91-E,801435,ML,39.774,4,a,8,ROUTE 91 from RTE 71,R2.542,33.884659,-117.632803
I210-W,761386,HOV,39.809,1,d,7,AZUSA 1,R39.52,34.120999,-117.908877
I210-W,717678,ML,39.809,4,d,7,AZUSA 1,R39.52,34.120999,-117.908877
I210-W,761388,HOV,39.909,1,d,7,AZUSA 2,R39.62,34.120813,-117.90718
I210-W,717682,ML,39.909,4,d,7,AZUSA 2,R39.62,34.120813,-117.90718
I210-E,770407,HOV,39.929,1,a,7,AZUSA 1,R39.64,34.120571,-117.906859
I210-E,765477,ML,39.929,4,a,7,AZUSA 1,R39.64,34.120571,-117.906859
SR118-E,766013,HOV,39.931,1,a,7,CHIMINEAS,R6.4,34.278074,-118.526592
SR118-W,766011,HOV,39.931,1,d,7,CHIMINEAS,R6.4,34.278307,-118.526519
SR118-E,766012,ML,39.931,4,a,7,CHIMINEAS,R6.4,34.278074,-118.526592
SR118-W,766010,ML,39.931,5,d,7,CHIMINEAS,R6.4,34.278307,-118.526519
I210-E,761222,HOV,39.999,1,a,7,AZUSA 2,R39.71,34.120654,-117.905646
I210-E,717684,ML,39.999,4,a,7,AZUSA 2,R39.71,34.120654,-117.905646
I210-E,772905,HOV,40.189,1,a,7,PASADENA AVE,R39.9,34.120955,-117.902358
I210-W,772904,HOV,40.189,1,d,7,PASADENA AVE,R39.9,34.121215,-117.902335
I210-E,772903,ML,40.189,4,a,7,PASADENA AVE,R39.9,34.120955,-117.902358
I210-W,772902,ML,40.189,4,d,7,PASADENA AVE,R39.9,34.121215,-117.902335
I405-S,718270,HOV,40.242,1,d,7,ARTESIA 1,16.47,33.871474,-118.341378
I405-S,764604,ML,40.242,4,d,7,ARTESIA 1,16.47,33.871474,-118.341378
SR91-E,801443,HOV,40.286,1,a,8,SERFAS CLUB RD,R3.054,33.882487,-117.624363
SR91-E,801442,ML,40.286,4,a,8,SERFAS CLUB RD,R3.054,33.882487,-117.624363
SR60-W,806348,HOV,40.341,1,d,8,MILLIKEN,R9.744,34.025205,-117.561924
SR60-W,801387,ML,40.341,4,d,8,MILLIKEN,R9.744,34.025205,-117.561924
SR118-E,766030,HOV,40.431,1,a,7,WHITE OAK AVE,R6.9,34.277793,-118.517876
SR118-W,766028,HOV,40.431,1,d,7,WHITE OAK AVE,R6.9,34.278043,-118.517789
SR118-E,766029,ML,40.431,4,a,7,WHITE OAK AVE,R6.9,34.277793,-118.517876
SR118-W,766027,ML,40.431,5,d,7,WHITE OAK AVE,R6.9,34.278043,-118.517789
I405-N,761444,HOV,40.432,1,a,7,ARTESIA 2,16.66,33.873958,-118.342856
I405-S,761445,HOV,40.432,1,d,7,ARTESIA 2,16.66,33.873847,-118.343065
I405-N,717750,ML,40.432,4,a,7,ARTESIA 2,16.66,33.873958,-118.342856
I405-S,717751,ML,40.432,4,d,7,ARTESIA 2,16.66,33.873847,-118.343065
I210-W,761390,HOV,40.549,1,d,7,CITRUS,R40.26,34.121161,-117.896071
I210-W,717685,ML,40.549,4,d,7,CITRUS,R40.26,34.121161,-117.896071
SR60-E,806388,HOV,40.627,1,a,8,MILLIKEN,R.072,34.023596,-117.55725
SR60-E,801390,ML,40.627,4,a,8,MILLIKEN,R.072,34.023596,-117.55725
I405-N,762552,HOV,40.782,1,a,7,REDONDO BEACH,17.01,33.878338,-118.345949
I405-S,762553,HOV,40.782,1,d,7,REDONDO BEACH,17.01,33.878203,-118.346171
I405-N,717752,ML,40.782,4,a,7,REDONDO BEACH BL,17.01,33.878338,-118.345949
I405-S,717753,ML,40.782,4,d,7,REDONDO BEACH BL,17.01,33.878203,-118.346171
I210-E,768945,HOV,40.849,1,a,7,CITRUS 1,R40.56,34.12079,-117.890867
I210-E,765486,ML,40.853,4,a,7,CITRUS 1,R40.564,34.120787,-117.890798
SR91-W,801446,HOV,40.873,1,d,8,SERFAS CLUB,R3.555,33.881196,-117.615867
SR91-W,801445,ML,40.873,4,d,8,SERFAS CLUB,R3.555,33.881196,-117.615867
SR118-W,766045,HOV,40.931,1,d,7,LOUISE AVE,R7.4,34.278039,-118.509048
SR118-W,766044,ML,40.931,5,d,7,LOUISE AVE,R7.4,34.278039,-118.509048
I210-E,761240,HOV,40.989,1,a,7,CITRUS 2,R40.7,34.120764,-117.88843
I210-E,718469,ML,40.989,4,a,7,CITRUS 2,R40.7,34.120764,-117.88843
SR91-E,801450,HOV,41.054,1,a,8,SERFAS CLUB,R3.822,33.88042,-117.611284
SR91-E,801449,ML,41.054,4,a,8,SERFAS CLUB,R3.822,33.88042,-117.611284
SR118-W,760844,HOV,41.211,1,d,7,BALBOA 1,R7.68,34.27815,-118.504149
SR118-W,717537,ML,41.211,4,d,7,BALBOA 1,R7.68,34.27815,-118.504149
I10-E,768369,HOV,41.26,1,a,7,E OF 71,42.76,34.067443,-117.801629
I10-W,768370,HOV,41.26,1,d,7,E OF 71,42.76,34.067625,-117.801715
I10-E,716181,ML,41.26,5,a,7,E OF 71,42.76,34.067443,-117.801629
I10-W,717238,ML,41.26,4,d,7,E OF 71,42.76,34.067625,-117.801715
SR118-E,717540,HOV,41.261,1,a,7,BALBOA 1,R7.73,34.277904,-118.503383
SR118-E,717539,ML,41.261,4,a,7,BALBOA 1,R7.73,34.277904,-118.503383
I405-N,717756,HOV,41.292,1,a,7,HAWTHORNE BLVD,17.52,33.884045,-118.351506
I405-N,717755,ML,41.292,4,a,7,HAWTHORNE BLVD,17.52,33.884045,-118.351506
I210-E,772919,HOV,41.389,1,a,7,E/B 210-W/O BARRANCA,R41.1,34.120865,-117.881465
I210-W,772920,HOV,41.389,1,d,7,E/B 210-W/O BARRANCA,R41.1,34.121071,-117.881454
I210-E,772917,ML,41.389,4,a,7,E/B 210-W/O BARRANCA,R41.1,34.120865,-117.881465
I210-W,772918,ML,41.389,4,d,7,E/B 210-W/O BARRANCA,R41.1,34.121071,-117.881454
I405-S,718276,HOV,41.412,1,d,7,HAWTHORNE BLVD,17.64,33.885033,-118.353285
I405-S,718275,ML,41.412,4,d,7,HAWTHORNE BLVD,17.64,33.885033,-118.353285
SR118-E,717542,HOV,41.521,1,a,7,BALBOA 2,R7.99,34.277556,-118.498886
SR118-E,717541,ML,41.521,5,a,7,BALBOA 2,R7.99,34.277556,-118.498886
SR91-E,801458,HOV,41.585,1,a,8,MAPLE,4.241,33.880347,-117.602096
SR91-E,801457,ML,41.585,4,a,8,MAPLE,4.241,33.880347,-117.602096
SR91-W,807228,HOV,41.64,1,d,8,MAPLE,4.21,33.880399,-117.60266
SR91-W,801455,ML,41.648,4,d,8,MAPLE,4.218,33.880421,-117.602524
I210-W,717687,HOV,41.789,1,d,7,GRAND 1,R41.5,34.120839,-117.874498
I210-W,717686,ML,41.789,4,d,7,GRAND 1,R41.5,34.120839,-117.874498
I210-W,717689,HOV,41.969,1,d,7,GRAND 2,R41.68,34.120655,-117.871352
I210-W,717688,ML,41.969,4,d,7,GRAND 2,R41.68,34.120655,-117.871352
I405-N,717759,HOV,41.972,1,a,7,INGLEWOOD 1,18.2,33.890483,-118.360485
I405-S,718480,HOV,41.972,1,d,7,INGLEWOOD 1,18.2,33.89032,-118.360662
I405-N,717758,ML,41.972,4,a,7,INGLEWOOD 1,18.2,33.890483,-118.360485
I405-S,718479,ML,41.972,4,d,7,INGLEWOOD 1,18.2,33.89032,-118.360662
I210-E,761242,HOV,41.979,1,a,7,GRAND AV,R41.69,34.120461,-117.871209
I210-E,717692,ML,41.979,4,a,7,GRAND AV,R41.69,34.120461,-117.871209
I10-W,717240,ML,42.02,4,d,7,FAIRPLEX,43.52,34.072518,-117.789858
I10-W,768365,HOV,42.025,1,d,7,FAIRPLEX,43.525,34.072535,-117.789773
SR118-E,717545,HOV,42.041,1,a,7,HAYVENHURST,R8.51,34.273127,-118.491528
SR118-W,760672,HOV,42.041,1,d,7,HAYVENHURST,R8.51,34.273353,-118.491355
SR118-E,717543,ML,42.041,5,a,7,HAYVENHURST,R8.51,34.273127,-118.491528
SR118-W,717544,ML,42.041,5,d,7,HAYVENHURST,R8.51,34.273353,-118.491355
I405-S,718278,HOV,42.072,1,d,7,INGLEWOOD 2,18.3,33.891266,-118.361985
I405-S,718277,ML,42.072,4,d,7,INGLEWOOD 2,18.3,33.891266,-118.361985
SR91-E,801465,HOV,42.075,1,a,8,100 FT E/O SMITH,4.731,33.881661,-117.593724
SR91-E,801464,ML,42.075,4,a,8,100 FT E/O SMITH,4.731,33.881661,-117.593724
I405-N,717761,HOV,42.122,1,a,7,INGLEWOOD 2,18.35,33.8919,-118.362464
I405-N,717760,ML,42.122,4,a,7,INGLEWOOD 2,18.35,33.8919,-118.362464
I10-E,717241,ML,42.26,4,a,7,FAIRPLEX,43.76,34.072803,-117.785705
I10-E,768363,HOV,42.261,1,a,7,FAIRPLEX,43.761,34.072803,-117.785687
I10-W,763485,ML,42.35,4,d,7,DUDLEY,43.85,34.072978,-117.784144
I10-W,768311,HOV,42.352,1,d,7,DUDDLEY,43.852,34.072978,-117.784109
I215-N,819756,HOV,42.435,1,a,8,ORANGE SHOW NB ON,5.128,34.079417,-117.297146
I215-N,806027,ML,42.435,4,a,8,ORANGE SHOW NB ON,5.128,34.079417,-117.297146
SR118-E,716541,HOV,42.461,1,a,7,WOODLEY,R8.93,34.268787,-118.486194
SR118-W,760677,HOV,42.461,1,d,7,WOODLEY,R8.93,34.268987,-118.485999
SR118-E,717547,ML,42.461,5,a,7,WOODLEY,R8.93,34.268787,-118.486194
SR118-W,717546,ML,42.461,5,d,7,WOODLEY,R8.93,34.268987,-118.485999
I210-E,772934,HOV,42.589,1,a,7,E/O GLENDORA,R42.3,34.117037,-117.861494
I210-W,772935,HOV,42.589,1,d,7,E/O GLENDORA,R42.3,34.117234,-117.861438
I210-E,772932,ML,42.589,4,a,7,E/O GLENDORA,R42.3,34.117037,-117.861494
I210-W,772933,ML,42.589,4,d,7,E/O GLENDORA,R42.3,34.117234,-117.861438
I10-E,717243,ML,42.63,4,a,7,DUDLEY,44.13,34.072839,-117.779264
I10-E,768304,HOV,42.634,1,a,7,DUDDLEY,44.134,34.072838,-117.779194
SR91-W,801470,HOV,42.71,1,d,8,LINCOLN,5.28,33.882116,-117.584327
SR91-W,801469,ML,42.71,4,d,8,LINCOLN,5.28,33.882116,-117.584327
SR91-E,801474,HOV,42.848,1,a,8,LINCOLN,5.504,33.881537,-117.580389
SR91-E,801473,ML,42.848,4,a,8,LINCOLN,5.504,33.881537,-117.580389
I210-E,772955,HOV,42.889,1,a,7,BONNIE COVE,R42.6,34.117359,-117.85626
I210-W,772956,HOV,42.889,1,d,7,BONNIE COVE,R42.6,34.117587,-117.856255
I210-E,772953,ML,42.889,4,a,7,BONNIE COVE,R42.6,34.117359,-117.85626
I210-W,772954,ML,42.889,4,d,7,BONNIE COVE,R42.6,34.117587,-117.856255
I405-N,762555,HOV,42.932,1,a,7,ROSECRANS 1,19.16,33.900921,-118.370315
I405-S,762600,HOV,42.932,1,d,7,ROSECRANS1,19.16,33.90085,-118.370549
I405-N,717763,ML,42.932,4,a,7,ROSECRANS 1,19.16,33.900921,-118.370315
I405-S,718280,ML,42.932,4,d,7,ROSECRANS1,19.16,33.90085,-118.370549
SR118-E,766063,HOV,43.031,1,a,7,HASKELL AVE,R9.5,34.265948,-118.477329
SR118-W,766061,HOV,43.031,1,d,7,HASKELL AVE,R9.5,34.266157,-118.47724
SR118-E,766062,ML,43.031,4,a,7,HASKELL AVE,R9.5,34.265948,-118.477329
SR118-W,766060,ML,43.031,4,d,7,HASKELL AVE,R9.5,34.266157,-118.47724
I405-N,762557,HOV,43.132,1,a,7,ROSECRANS 2,19.36,33.903819,-118.370313
I405-N,717765,ML,43.132,4,a,7,ROSECRANS 2,19.36,33.903819,-118.370313
I10-W,768315,HOV,43.18,1,d,7,CLEVELAND,44.68,34.071938,-117.769749
I10-E,716187,ML,43.18,4,a,7,CLEVELAND,44.68,34.071766,-117.769758
I10-W,717245,ML,43.18,4,d,7,CLEVELAND,44.68,34.071938,-117.769749
I10-E,768314,HOV,43.19,1,a,7,CLEVELAND,44.69,34.071739,-117.769587
SR91-W,801478,HOV,43.32,1,d,8,GRAND,5.89,33.881003,-117.573819
SR91-W,801477,ML,43.32,4,d,8,GRAND,5.89,33.881003,-117.573819
I405-N,761448,HOV,43.342,1,a,7,137TH STREET,19.57,33.906863,-118.370302
I405-S,764669,HOV,43.342,1,d,7,137TH,19.57,33.90684,-118.370538
I405-N,716689,ML,43.342,5,a,7,137TH,19.57,33.906863,-118.370302
I405-S,717766,ML,43.342,5,d,7,137TH,19.57,33.90684,-118.370538
I210-W,717695,HOV,43.389,1,d,7,SUNFLOWER AV,R43.1,34.117701,-117.847619
I210-W,717694,ML,43.389,4,d,7,SUNFLOWER AV,R43.1,34.117701,-117.847619
I215-N,819765,HOV,43.511,1,a,8,MILL ST NB ON,6.204,34.094196,-117.30177
I215-S,819767,HOV,43.511,1,d,8,MILL ST NB ON,6.204,34.094197,-117.301941
I215-N,806033,ML,43.511,4,a,8,MILL ST NB ON,6.204,34.094196,-117.30177
I215-S,805949,ML,43.511,5,d,8,MILL ST NB ON,6.204,34.094197,-117.301941
SR118-E,766139,HOV,43.531,1,a,7,SEPULVEDA BLVD,R10,34.265847,-118.468667
SR118-E,766138,ML,43.531,6,a,7,SEPULVEDA BLVD,R10,34.265847,-118.468667
I210-E,716026,HOV,43.589,1,a,7,SUNFLOWER AV,R43.3,34.117595,-117.844142
I210-E,716142,ML,43.589,4,a,7,SUNFLOWER AV,R43.3,34.117595,-117.844142
SR91-E,820549,ML,43.615,4,a,8,MAIN,6.271,33.880108,-117.567165
I10-E,768320,HOV,43.66,1,a,7,WHITE,45.16,34.070843,-117.76148
I10-W,768319,HOV,43.66,1,d,7,WHITE,45.16,34.071029,-117.761475
I10-E,717247,ML,43.66,4,a,7,WHITE,45.16,34.070843,-117.76148
I10-W,717246,ML,43.66,4,d,7,WHITE,45.16,34.071029,-117.761475
SR91-W,801482,HOV,43.667,1,d,8,MAIN,6.237,33.88036,-117.567844
SR91-W,801481,ML,43.667,4,d,8,MAIN,6.237,33.88036,-117.567844
SR118-E,766171,HOV,43.831,1,a,7,BURNET AVE,R10.3,34.265805,-118.463409
SR118-W,766097,HOV,43.831,1,d,7,BURNET AVE,R10.3,34.266055,-118.463188
SR118-E,766170,ML,43.831,6,a,7,BURNET AVE,R10.3,34.265805,-118.463409
SR118-W,766096,ML,43.831,4,d,7,BURNET AVE,R10.3,34.266055,-118.463188
SR91-E,801486,HOV,43.836,1,a,8,MAIN,6.492,33.879688,-117.563356
I405-S,767847,HOV,43.872,1,d,7,FM RT 105,20.1,33.914766,-118.370486
I405-S,759422,ML,43.872,4,d,7,FM RT 105,20.1,33.914766,-118.370486
SR91-W,820558,HOV,43.887,1,d,8,MAIN,6.457,33.879951,-117.564055
SR91-W,820559,ML,43.887,4,d,8,MAIN,6.457,33.879951,-117.564055
I405-N,762559,HOV,43.902,1,a,7,EL SEGUNDO 1,20.13,33.915198,-118.370234
I405-N,717769,ML,43.902,4,a,7,EL SEGUNDO 1,20.13,33.915198,-118.370234
I405-S,761538,HOV,44.072,1,d,7,EL SEGUNDO 1,20.3,33.91767,-118.370052
I405-S,761541,ML,44.072,4,d,7,EL SEGUNDO 1,20.3,33.91767,-118.370052
SR91-E,801489,HOV,44.095,1,a,8,500'E/O EAST GRAND,6.751,33.879193,-117.558894
SR91-E,801488,ML,44.095,4,a,8,.09 E/O EAST GRAND,6.751,33.879193,-117.558894
I10-W,768330,HOV,44.12,1,d,7,GAREY,45.62,34.073286,-117.753978
I10-W,717249,ML,44.12,4,d,7,GAREY,45.62,34.073286,-117.753978
I10-E,768329,HOV,44.123,1,a,7,GAREY,45.623,34.07311,-117.753926
I10-E,768328,ML,44.123,4,a,7,GAREY,45.623,34.07311,-117.753926
SR118-W,766127,HOV,44.131,1,d,7,SEPULVEDA BLVD,R10.6,34.266023,-118.457798
SR118-W,766124,ML,44.131,4,d,7,SEPULVEDA BLVD,R10.6,34.266023,-118.457798
I405-N,761452,HOV,44.162,1,a,7,EL SEGUNDO 2,20.39,33.918874,-118.36955
I405-N,761455,ML,44.162,4,a,7,EL SEGUNDO 2,20.39,33.918874,-118.36955
I210-W,769745,HOV,44.189,1,d,7,NB 57 TO WB 210 CONN,R43.9,34.121013,-117.834452
I210-W,769744,ML,44.189,4,d,7,NB 57 TO WB 210 CONN,R43.9,34.121013,-117.834452
SR118-E,771692,HOV,44.331,1,a,7,FOX,R10.8,34.265724,-118.454632
SR118-W,771693,HOV,44.331,1,d,7,FOX,R10.8,34.266037,-118.454234
SR118-E,771690,ML,44.331,6,a,7,FOX,R10.8,34.265724,-118.454632
SR118-W,771691,ML,44.331,6,d,7,FOX,R10.8,34.266037,-118.454234
I405-N,762561,HOV,44.372,1,a,7,122ND,20.6,33.921751,-118.368902
I405-S,761548,HOV,44.372,1,d,7,125TH,20.6,33.921786,-118.369125
I405-N,716694,ML,44.372,5,a,7,122ND,20.6,33.921751,-118.368902
I405-S,761552,ML,44.372,4,d,7,125TH,20.6,33.921786,-118.369125
I210-W,761396,HOV,44.389,1,d,7,LONE HILL AV,R44.1,34.121259,-117.830969
I210-W,718047,ML,44.389,4,d,7,LONE HILL AV,R44.1,34.121259,-117.830969
